CustomerID,Churn,Age,Gender,Region,Education,CustomerSegment,ContractLength,ContractStartDate,PlanType,TenureMonths,MonthlyValue,PaymentMethod,PaymentDelinquencyStatus,IncomeTier,AutoPay
25004,0,38.0,Female,South,PhD,Bronze,Month-to-month,2023-03-08,STANDARD,90.0,66.11,Crypto,Current,High,No
35544,1,-5.0,Male,Central,diploma,Silver,Month-to-month,2022-09-18,Basic,106.0,105.165,Bank Transfer,Current,Medium,Yes
3994,0,68.0,Male,Central,PhD,Bronze,Two year,2025-09-29,STANDARD,0.0,105.165,cash,Current,Low,No
27323,0,29.0,Male,Central,Diploma,Gold,12 months,2022-06-20,Basic,115.0, 11.98 ,Bank Transfer,60+,Low,No
31463,0,19.0,Male,West,Masters,Silver,Month-to-month,2024-04-21,Premium,51.0,67.04,Bank Transfer,Current,High,Yes
13013,0,35.0,Male,North,PhD,Silver,two year,2025-02-08,Ultra,22.0,116.57,Electronic Check,Current,Very High,Yes
36055,0,29.0,Female,South,Diploma,Silver,Two year,2025-06-28,STANDARD,9.0,€126.85,PayPal,Current,Medium,No
15072,0,49.0,Male,East,Diploma,Platinum,Two year,2023-07-12,Premium,78.0,180.77,Credit Card,Current,Low,Yes
29223,0,53.0,Male,South,Diploma,Platinum,3-Year,2023-10-27,Basic,68.0,144.62,Credit Card,Current,Medium,No
16383,1,49.0,Male,North,High School,Bronze,Month-to-month,2023-03-26,Standard,88.0,163.0,Credit Card,120+,Low,No
32255,0,,Male,South,Masters,Bronze,Month-to-month,2023-03-12,Standard,90.0,105.165,Electronic Check,Current,Low,No
8078,1,49.0,Female,NORTH,Bachelors,Bronze,Month-to-month,2025-05-03,Standard,15.0,121.25,Electronic Check,30+,Low,No
23298,0,57.0,Female,South,PhD,Silver,Two year,2025-09-01,Basic,3.0,€190.90,Crypto,Current,Low,True
36576,0,41.0,Female,East,Bachelors,Gold,Month-to-month,2024-09-25,Ultra,36.0, 127.38 ,Credit Card,Current,Low,Yes
48249,0,41.0,Male,South,Masters,Bronze,Two year,2023-07-20,Basic,77.0,12.14,Crypto,30+,Low,No
25932,0,44.0,Female,North,Diploma,Gold,Month-to-month,2025-03-13,Ultra,20.0,51.05,,Current,Low,Yes
41878,0,49.0,Female,West,Masters,Silver,One year,2022-08-19,Basic,109.0,12.89,cash,Current,Medium,Yes
35148,0,35.0,Female,Central,Diploma,Platinum,Month-to-month,2023-02-18,STANDARD,92.0,36.98,Credit Card,Current,Very High,YES
44830,1,77.0,Female,South,PhD,Silver,Month-to-month,2024-10-20,STANDARD,34.0,105.165,PayPal,30+,High,No
3525,0,45.0,Female,South,Diploma,Silver,Two year,2023-12-10,Basic,64.0,51.23,Electronic Check,Current,High,Yes
19007,1,27.0,FEMALE,East,diploma,Bronze,Month-to-month,2025-07-05,Basic,8.0,90.59,Credit Card,Current,Very High,No
28542,0,69.0,Male,South,Bachelors,Bronze,Month-to-month,2025-07-27,Basic,6.0,57.85,Mailed Check,Current,Low,Yes
44457,0,19.0,male,West,DIPLOMA,Bronze,One year,2022-08-25,Basic,109.0,182.05,Bank Transfer,Current,Low,No
5514,0,52.0,Female,Central,Bachelors,Bronze,Month-to-month,2024-02-12,Basic,57.0,133.2,PayPal,Current,Low,No
19663,0,37.0,Male,East,High School,Bronze,One year,2025-07-30,Basic,6.0,87.5,electronic check,Current,Low,No
27561,0,37.0,Male,South,Ph.D.,Silver,One year,2023-02-19,Premium,91.0,63.29,Bank Transfer,Current,Low,No
43145,1,60.0,Female,East,Diploma,Diamond,Month-to-month,2025-07-23,Standard,7.0,€144.43,Electronic Check,Current,Low,No
10615,0,30.0,Female,South,DIPLOMA,Gold,One year,2022-07-08,STANDARD,113.0,38.35,Credit Card,Current,Low,Yes
6315,1,49.0,Female,North,Bachelors,Gold,one year,2023-02-11,Ultra,93.0,148.76,Electronic Check,30+,Low,Yes
43367,0,33.0,Female,West,Diploma,Bronze,One year,2017-06-25,Basic,289.5944935,107.32,Crypto,Current,Low,No
47259,0,49.0,Female,Central,Diploma,Gold,3-year,2022-11-17,Basic,100.0,104.74,cash,Current,Low,No
14387,1,57.0,Female,North,Masters,Diamond,One year,2023-02-04,Basic,93.0,79.37,CC,Current,Low,No
37980,0,37.0,Male,Central,Bachelors,Platinum,Month-to-month,2023-10-27,STANDARD,68.0,170.02,Crypto,Current,Low,Yes
9588,0,53.0,Male,East,HS,Silver,Month-to-month,2025-02-20,STANDARD,22.0,177.18,Mailed Check,Current,Low,Yes
33211,0,0.0,Female,West ,Masters,Gold,One year,2023-10-10,premium,69.0,€54.00,cash,Current,Medium,Yes
21033,0,58.0,Male ,South,PhD,Silver,One year,2024-08-19,Basic,39.0,184.65,Electronic Check,Current,High,No
31497,0,34.0,Male,South,High School,Diamond,One year,2025-10-04,Ultra,0.0,43.22,cash,Current,Very High,No
11925,1,45.0,Female,West,Diploma,Platinum,month-to-month,2025-04-02,Standard,17.0,127.12,Crypto,30+,Very High,No
30093,0,49.0,Male,South,Diploma,Bronze,One year,2023-01-01,Basic,97.0,63.15,Credit Card,Current,High,Yes
36923,0,33.0,Female,East,Masters,Gold,Month-to-month,2023-02-18,Standard,92.0,84.93,Electronic Check,Current,Very High,No
33434,1,20.0,Male,South,Diploma,Bronze,One year,2024-07-05,Standard,43.0,91.41,Crypto,60+,Low,No
42512,0,66.0,Female,West,Diploma,Bronze,Month-to-month,2023-05-12,Basic,84.0,125.87,Mailed Check,Current,Low,1
37614,0,63.0,Female,East ,High School,Silver,One year,2024-06-23,Basic,45.0,158.51,Bank Transfer,Current,High,Yes
14734,0,72.0,Male,South,Diploma,Bronze,3-Year,2025-06-09,Basic,11.0,160.97,Credit Card,Current,Low,Yes
35679,1,44.0,Female,North,Diploma,Bronze,Month-to-month,2023-06-16,Basic,80.0,137.44,Crypto,90+,Very High,Yes
39512,1,23.0,Female,North,Diploma,Silver,Two year,2025-06-05,Basic,12.0,159.53,cash,60+,Low,Yes
2867,1,62.0,F,Central,PhD,Diamond,3-Year,2024-12-08,Basic,28.0,110.87,Mailed Check,120+,Medium,No
1326,0,43.0,Male,North,PhD,Bronze,3-Year,2023-06-27,Premium,79.0,20.48,Mailed Check,Current,High,No
21630,0,65.0,Male,Central,Dip,Silver,3-Year,2025-01-19,Standard,25.0,146.28,Mailed Check,Current,Low,No
13977,0,75.0,Male,South,Diploma,Silver,One year,2022-05-27,Standard,117.0,108.69,Electronic Check,Current,Low,No
31531,1,75.0,Male,North,Diploma,Bronze,3-Year,2025-04-20,Ultra,16.0,52.37,Credit Card,Current,High,Yes
40703,0,71.0,F,Central,High School,Gold,Monthly,2022-10-25,STANDARD,103.0,169.81,cash,Current,Very High,0
6855,0,66.0,Female,East,PhD,Bronze,3-Year,2022-05-16,Ultra,118.0,101.22,PayPal,Current,Low,No
34222,0,49.0,Female,North,Diploma,Platinum,3-Year,2025-05-03,Ultra,,$128.71,Bank Transfer,Current,High,No
20225,0,31.0,Male,Central,Diploma,Bronze,Month-to-month,2024-07-26,STANDARD,42.0,105.165,Electronic Check,Current,Low,No
9536,1,37.0,Female,North,Masters,Gold,Month-to-month,2022-06-21,Standard,115.0,$43.53,Credit Card,Current,Low,Yes
44999,1,31.0,Male,East ,Bachelors,Silver,Two year,2022-10-03,Ultra,105.0,104.68,cash,Current,Low,No
22494,0,26.0,Male, Central ,Masters,Gold,One year,2023-09-24,Ultra,71.0,159.9,Crypto,Current,Very High,Yes
6723,0,63.0,Female,West,Masters,Silver,3-Year,2022-11-15,Premium,101.0,89.8,Bank Transfer,Current,Low,Yes
48604,0,78.0,Male ,West,Diploma,Gold,3-Year,2025-01-31,Standard,24.0,99.78,Electronic Check,Current,Low,Yes
13005,1,53.0,Male,West,Diploma,Bronze,3-Year,2022-06-17,STANDARD,115.0,$58.36,,Current,High,Yes
43562,1,63.0,Male,East,High-School,Gold,Month-to-month,2025-08-02,Standard,6.0,195.26,E-Check,Current,Medium,Yes
23906,0,,Male,East,PhD,Gold,36 months,2024-04-12,Standard,52.0,181.39,cash,Current,High,No
8359,0,62.0,Male,North,High School,Silver,Month-to-month,2022-12-20,STANDARD,97.0,163.78,cash,Current,Very High,No
4276,1,49.0,Male,West,High School,Silver,3 year,2023-04-04,basic,87.0, 126.14 ,Crypto,Current,High,No
45903,0,21.0,Male,Central,Bachelors,Silver,2-year,2025-07-01,STANDARD,900.0,105.165,PayPal,Current,Low,No
13143,0,56.0,Male,South,High School,Bronze,2-year,2023-08-25,Basic,74.0,51.93,Bank Transfer,Current,High,Yes
1450,0,20.0,Female,North,Masters,Diamond,Month-to-month,2018-11-21,Premium,240.0,191.86,Crypto,30+,Low,No
20448,0,49.0,Female,east,Masters,Gold,36 months,2024-03-31,Standard,53.0,184.18,Mailed Check,Current,Low,Yes
28423,1,59.0,Male,West,diploma,Bronze,Month-to-month,2025-10-06,Standard,0.0,122.89,Electronic Check,Current,Low,Yes
30776,0,33.0,Female,South,Diploma,Gold,Month-to-month,2023-11-21,STANDARD,65.0,70.43,Credit Card,Current,Low,Yes
32196,0,27.0,Female,East,DIPLOMA,Bronze,1 year,2024-02-22,Basic,57.0,20.09,Mailed Check,Current,Very High,No
13097,0,44.0,Female,West,High School,Silver,Month-to-month,2024-07-06,Standard,44.0,56.54,Credit Card,Current,High,No
4994,0,36.0,Female, North,Diploma,Diamond,Two year,2022-11-30,STANDARD,100.0,21.45,Credit Card,Current,Medium,Yes
2927,0,40.0,Female,West,Bachelors,Silver,Month-to-month,2024-04-02,Basic,53.0,60.33,,Current,Low,Yes
15370,1,20.0,Male,East,PhD,Bronze,Month-to-month,2025-05-15,STANDARD,14.0,102.4,PayPal,Current,Low,No
43446,0,36.0,MALE,East,Diploma,Gold,Month-to-month,2024-01-19,Basic,59.0,163.19,Mailed Check,30+,Low,No
2383,1,75.0,Male,South,Diploma,Gold,Month-to-month,2022-11-16,Standard,101.0, 177.12 ,Electronic Check,Current,Low,No
7347,0,77.0,Female,North,High School,Gold,Two year,2022-07-05,Premium,114.0,$178.79,cash,Current,Low,True
40618,0,63.0,Female,East,Diploma,Bronze,Month-to-month,2024-06-23,STANDARD,45.0,34.65,Bank Transfer,Current,High,Yes
6982,0,49.0,Female,East,Diploma,Bronze,Two year,2022-08-15,Basic,109.0,62.34,Crypto,30+,High,No
10910,1,32.0,Female,West,Masters,Silver,Two year,2024-07-31,Premium,,143.68,Electronic Check,60+,Low,No
27649,0,75.0,Male,Central,Bachelors,Silver,Month-to-month,2024-10-25,Premium,33.0,105.165,Crypto,Current,Low,No
48549,0,25.0,Male,East,Dip,Bronze,3-Year,2022-10-08,Standard,104.0,60.9,PayPal,120+,Very High,Yes
48741,0,60.0,Female,Central,High-School,Diamond,month-to-month,2022-10-04,Basic,105.0,$129.12,Crypto,Current,High,Yes
3796,0,71.0,Female,West,Bachelors,Bronze,3-Year,2022-12-06,STANDARD,99.0,41.66,PayPal,Current,High,No
40068,0,42.0,Female,South,Bachelors,Platinum,3-Year,2023-11-28,Premium,65.0,105.165,Mailed Check,Current,High,No
31460,0,20.0,Female,South,Diploma,Silver,Month-to-month,2024-03-30,Basic,53.0,101.8,Electronic Check,60+,Low,Yes
18032,0,79.0,Female,West,Diploma,Gold,Month-to-month,2024-08-03,STANDARD,41.0,11.81,PayPal,Current,Low,No
19694,0,69.0,Female,West,Masters,Silver,Month-to-month,2024-12-22,STANDARD,27.0,153.37,Bank Transfer,Current,High,Yes
31567,0,49.0,Female,South,High School,Diamond,3-Year,2025-04-01,Basic,18.0,159.67,Electronic Check,Current,High,Yes
21348,0,27.0,Female,West,Diploma,Bronze,Month-to-month,2025-02-24,Standard,21.0,120.34,Crypto,Current,Medium,Yes
22043,1,37.0,Male,West,Diploma ,Platinum,Month-to-month,2023-05-16,Ultra,84.0,85.49,Bank Transfer,60+,Low,No
2366,0,49.0,Female,South, PhD ,Platinum,One year,2024-06-14,Basic,46.0,105.165,PayPal,Current,Medium,Yes
24934,1,57.0,Female,West,High School,Bronze,Month-to-month,2025-10-04,Basic,0.0,188.91,cash,Current,Low,No
30204,0,71.0,Female,South,High School,Bronze,Month-to-month,2022-07-15,Standard,112.0,79.78,cash,90+,Very High,No
5622,1,49.0,Male,Central,Dip ,Diamond,3-Year,2022-09-24,Ultra,106.0,156.16,Crypto,90+,Low,No
41442,0,61.0,Female,South,Diploma,Silver,3-Year,2023-04-27,BASIC,85.0,105.165,Credit Card,Current,Medium,No
32454,0,49.0,Female,North ,Bachelors,Gold,One year,2022-08-04,BASIC,111.0,83.42,Crypto,Current,Medium,Yes
17699,0,27.0,Female,Central,High School,Bronze,Two year,2023-11-29,STANDARD,65.0,105.165,,Current,High,Yes
5486,0,44.0,male,East,Dip,Bronze,Month-to-month,2023-04-04,Basic,88.0,190.17,Mailed Check,Current,Medium,Yes
6753,1,71.0,Female,East,Diploma,Silver,3-Year,2024-05-12,Basic,49.0,$152.16,Mailed Check,30+,Low,Yes
36335,1,34.0,Male,West,Bachelors,Platinum,One year,2023-07-16,Basic,78.0,136.67,,Current,High,Yes
11991,1,41.0,Male,East,PhD,Silver,One year,2023-08-27,Ultra,74.0, 14.19 ,PayPal,Current,Medium,No
30951,0,54.0,Female,North,Bachelors,Bronze,3-Year,2023-04-15,Basic,86.0,$81.98,eCheck,Current,Very High,Yes
18577,1,75.0,Female,West,Bachelors,Bronze,Month-to-month,2023-12-01,STANDARD,65.0,19.49,Credit Card,Current,Low,N
2497,1,69.0,Female,Central ,Bachelors,Bronze,3-Year,2024-12-24,Basic,27.0,€112.01,Electronic Check,60+,Medium,No
45103,1,78.0,Female,Central,Diploma,Bronze,Month-to-month,2023-06-12,Basic,81.0,163.73,Electronic Check,60+,Very High,N
39227,0,29.0,Female,EAST,High School,Platinum,One year,2024-01-25,Basic,59.0,173.23,Bank Transfer,Current,Low,Yes
4869,0,64.0,Female,East,HS,Gold,Two year,2025-04-18,Ultra,16.0,175.4,PayPal,Current,High,Yes
29947,1,27.0,Male,North,,Platinum,Month-to-month,2023-04-11,Basic,87.0,105.165,BankTransfer,Current,High,Yes
25782,0,39.0,Female ,South,PhD,Silver,Month-to-month,2024-07-13,STANDARD,43.0,59.31,,Current,High,Yes
29028,0,54.0, Female,NORTH,Diploma, Bronze,Two year,2024-03-04,Standard,55.0,105.165,Mailed Check,Current,  High,No
39930,0,72.0,Male ,East,PhD,Silver,Two year,2025-04-13,STANDARD,16.0,129.39,Bank Transfer,Current,Low,No
16771,0,61.0,Female,West,Bachelors,Platinum,Month-to-month,2025-07-15,Std,8.0,44.69,Electronic Check,Current,High,Yes
16326,1,49.0,Male,South,Masters,Silver,3-Year,2023-12-10,BASIC,64.0,73.82,Mailed Check,Current,High,Yes
2277,0,49.0,Male,South,PhD,Silver,Two year,2024-12-09,Premium,28.0,15.89,PayPal,Current,Low,No
47026,0,44.0,female,South,Bachelors,Bronze,Month-to-month,2025-05-22,Ultra,13.0,156.67,Credit Card,Current,Very High,No
26021,1,70.0,Male,East,Diploma,Silver,Two year,2023-08-21,PREMIUM,74.0,171.25,PayPal,Current,High,No
291,0,49.0,Female, Central ,Dip,Gold,One year,2022-08-24,Standard,109.0,105.165,Electronic Check,Current,Low,Yes
26444,0,60.0,Female,West,Masters,Silver,Month-to-month,2022-11-08,Basic,102.0,118.76,Bank Transfer,Current,Very High,Yes
19458,1,25.0,Female,North,Diploma,Silver,One year,2024-11-22,Basic,30.0,105.165,Mailed Check,30+,Low,Yes
22859,0,76.0,Male,North,High School,Silver,Month-to-month,2024-09-21,Premium,36.0,126.66,Bank Transfer,60+,Very High,Yes
1332,0,,Female,West,High School,Silver,Month-to-month,2022-12-29,STANDARD,97.0,105.165,Crypto,Current,Medium,No
18391,0,49.0,Female,South,High School,Diamond,Month to month,2023-12-26,Basic,62.0,11.1,Mailed Check,Current,Medium,Yes
27341,0,40.0,Male,Central,Masters,Platinum,Two year,2023-05-05,STANDARD,84.0,105.165,cash,Current,High,Yes
3502,1,49.0,Female,East,PhD,Silver,MTM,2024-08-31,Ultra,38.0,180.66,Mailed Check,60+,Very High,yes 
16015,1,48.0,Male,Central,PhD,Silver,Two year,2022-06-05,Standard,117.0,105.165,cash,90+,Medium,Yes
14932,0,,male,South,Masters,Silver,One year,2023-10-23,Basic,68.0,49.1,Electronic Check,60+,High,Yes
10783,0,79.0,Female  ,Central,Diploma,Platinum  ,3-Year,2023-04-16,Prem,86.0,82.6,Credit Card,Current, Low,Yes
2019,1,50.0,Female,South,Masters,Silver,Two year,2023-03-14,Basic,89.0,53.02,Bank Transfer,Current,High,Yes
28830,0,49.0,Female,East,Diploma,Diamond,3-Year,2023-08-20,Basic,74.0,139.51,Electronic Check,60+,High,No
38948,0,51.0,Male,West,Bachelors,Silver,One year,2024-09-06,Basic,38.0,105.08,Electronic Check,Current,Very High,No
25673,0,78.0, Female,South,PhD,Silver,One year,2025-06-07,STANDARD,,121.74,Bank Transfer,30+,High,Yes
45491,0,73.0,Female ,Central,Diploma,  Bronze,Two year,2024-07-29,Basic,41.0, 195.0 ,Mailed Check,Current, Low,Yes
32283,1,44.0,Female,Central,  Masters,Bronze,Month-to-month,2024-11-09,ULTRA,32.0,$77.18,BankTransfer,30+,Medium,Yes
46522,0,70.0,Male,South,Diploma,Gold,One year,2022-12-16,Standard,98.0,153.82,cash,Current,Low,Yes
21575,1,28.0,Female,Central,Diploma,Platinum,one year,2023-09-25,STANDARD,71.0,119.38,Crypto,Current,Low,Yes
10214,1,47.0,Female,South,Diploma,Silver,Month-to-month,2025-02-23,STANDARD,21.0,153.48,cash,30+,Low,No
22109,0,24.0,Male,north,Dip,Gold,One year,2023-08-26,Premium,74.0,58.83,Electronic Check,Current,High,Yes
28742,1,26.0,Male,East,Masters,Bronze,Two year,2024-10-01,Prem,35.0,53.0,cash,Current,Medium,No
4286,1,59.0,Male,East,Bachelors,Platinum,Two year,2022-09-27,Basic,105.0,74.15,cash,60+,Low,Yes
45774,0,32.0,Male,West,PhD,Gold,Month-to-month,2023-08-18,PREMIUM,74.0,146.56,Bank Transfer,30+,Very High,no
552,0,49.0,Male,East,Diploma,Bronze,One year,2025-02-19,Premium,21.0,10.85,PayPal,Current,High,No
9749,0,79.0,Female,East,Diploma,Silver,3-Year,2023-10-27,Basic,67.0,66.37,Credit Card,30+,High,Yes
26731,1,76.0,Female,Central,Diploma,Silver,1 year,2024-05-26,STANDARD,48.0,170.66,Crypto,Current,High,No
44718,1,36.0,Female,East,Masters,Platinum,Month-to-month,2025-07-09,STANDARD,,197.31,Credit Card,30+,Very High,Yes
25045,0,49.0, Male,North,PhD,Silver  ,One year,2025-08-23,Ultra,4.0,69.4,PayPal,Current, Very High,No
9847,1,73.0,Male,South,High School,Gold,One year,2023-07-06,Basic,78.0, 162.19 ,Electronic Check,30+,Low,Y
39521,0,42.0,Male,East,Bachelors,Bronze,One year,2024-06-13,Ultra,46.0,26.0,Credit Card,Current,High,Yes
20478,0,39.0,Male,South,Dip,Bronze,Month-to-month,2022-09-26,Basic,105.0, 161.15 ,Mailed Check,Current,Very High,No
16484,0,76.0,Male,South,Bachelors,Bronze,3-Year,2023-05-18,Ultra,83.0, 62.45 ,Credit Card,Current,Medium,Yes
11027,0,34.0,Female,south,Bachelors,Gold,One year,2025-08-07,Basic,5.0,34.39,cash,30+,High,Yes
42242,1,52.0,Male,North,Diploma,Silver,2-year,2025-09-17,Basic,2.0,182.71,Electronic Check,Current,Medium,Yes
37123,0,49.0,Female,East,Diploma,Gold,3-Year,2024-03-12,Basic,55.0,123.8,Bank Transfer,Current,Low,Yes
22149,0,21.0,Female,East,High School,Platinum,3-Year,2025-08-29,Premium,3.0,28.5,PayPal,Current,High,No
47635,0,35.0,Male,South,Masters,Silver,Month-to-month,2023-08-18,Premium,75.0,$81.39,,Current,High,Yes
4890,1,58.0,Male,East,Diploma,Platinum,One year,2023-07-17,Basic,77.0,64.75,Credit Card,Current,Medium,Yes
8704,0,23.0,Male,North,Diploma,Silver,Month-to-month,2023-07-28,Premium,77.0,40.59,PayPal,Current,Low,No
22918,0,38.0,Female,Central,Diploma,Bronze,One year,2023-11-01,Premium,67.0,91.64,Electronic Check,30+,Low,No
901,0,55.0,Female,South,Masters,Gold,3-Year,2025-04-20,STANDARD,16.0,105.165,Electronic Check,60+,Medium,Yes
41549,0,64.0,Male,South,Diploma,Bronze,Month-to-month,2023-12-13,Ultra,63.0,99.2,,Current,Medium,Yes
2555,0,29.0,Female,Central,Diploma,Silver,One year,2024-03-25,Basic,53.0,105.73,cash,Current,High,No
37605,1,34.0,Male,West,Diploma,Gold,Month-to-month,2025-10-05,Standard,0.0,11.86,Mailed Check,Current,High,Yes
41460,1,23.0,Female,Central,Dip,Gold,Month-to-month,2025-09-17,Standard,2.0,175.94,,Current,High,Yes
17381,0,40.0,Male ,West,PhD,Bronze,Month-to-month,2023-01-31,STANDARD,94.0,11.25,Bank Transfer,Current,Medium,No
5736,0,79.0,Male,East,Masters,Bronze,Month-to-month,2023-11-02,Basic,67.0,164.25,PayPal,Current,High,Yes
575,0,62.0,Male,Central,  Masters,Bronze,month-to-month,2023-08-22,STANDARD,74.0,132.52,Credit Card,Current,Low,Yes
6363,0,31.0,Female,South,Diploma,Silver,Two year,2023-05-17,Basic,,66.4,PayPal,Current,High,Yes
7129,0,48.0,Female,East,Diploma,Silver,3-Year,2023-04-08,Premium,87.0,$105.17,Credit Card,Current,Low,Yes
31979,0,31.0,male,West,PhD,Bronze,month-to-month,2022-12-26,Basic,97.0,133.95,paypal,Current,Very High,No
20617,0,49.0,Female,East,PhD,Gold,Two year,2022-12-16,STANDARD,98.0,105.165,Mailed Check,90+,High,No
11051,1,59.0,Female,Central,Ph.D.,Silver,Month-to-month,2025-08-18,Basic,5.0,179.15,PayPal,120+,Low,No
17761,0,52.0,Female,South ,Diploma,Bronze,Month-to-month,2025-08-14,STANDARD,5.0,73.47,Crypto,30+,Medium,Yes
5917,0,51.0,female,North,Bachelors,Gold,Month-to-month,2023-08-26,Ultra,73.0,$154.32,PayPal,60+,High,Yes
46741,0,26.0,Male,South ,Diploma,Platinum,Month-to-month,2025-04-24,Ultra,15.0,13.79,PayPal,Current,Low,No
44016,1,65.0,Female,Central,Masters,Gold,3-Year,2023-05-12,Basic,84.0,101.77,PayPal,60+,High,Yes
3200,0,33.0,Female,Central,PhD,Bronze,one year,2022-06-08,STANDARD,116.0,33.54,Electronic Check,Current,Low,No
47985,1,50.0,Male,North,Masters,Platinum,1-year,2025-07-27,Premium,6.0,161.35,cash,120+,Very High,Yes
16057,0,36.0,Female,,Diploma,Gold,Month-to-month,2024-08-01,Premium,41.0,136.43,Bank Transfer,Current,High,Yes
41749,0,68.0,Female ,Central,Bachelors,Gold,One year,2022-05-26,Ultra,118.0,36.48,Crypto,30+,Very High,Yes
25005,1,54.0,Female,North,Diploma,Bronze,Month-to-month,2024-01-31,Basic,59.0,148.28,Electronic Check,Current,Low,Yes
39786,0,64.0,Female,West,Diploma,Gold,One year,2023-07-21,Basic,77.0,65.6,Crypto,30+,High,Yes
35189,0,41.0,Male,North,High School,Gold,Month-to-month,2024-12-08,Basic,28.0,56.74,Crypto,Current,High,No
39622,0,21.0,F,East,DIPLOMA,Gold,Month-to-month,2022-10-10,Basic,104.0,133.67,PayPal,Current,Very High,No
3986,0,39.0, Male,South,Diploma,Platinum,1-year,2025-04-04,Standard,18.0,62.54,CreditCard,Current,Very High,Yes
11227,0,50.0,Male,East,Masters,Bronze,Two year,2025-03-22,Premium,19.0,128.55,Credit Card,Current,Medium,1
35479,1,39.0,Male ,West,Diploma,Diamond,Monthly,2025-09-08,Basic,2.0,188.22,,Current,Medium,Yes
11433,0,23.0,Female,East,,Silver,Month-to-month,2023-09-28,Premium,70.0,149.44,Crypto,Current,High,Yes
45725,1,32.0,Female,North,PhD,Bronze,Month-to-month,2022-07-30,Ultra,111.0,47.3,Bank Transfer,Current,Low,No
33400,0,57.0,Female,,High School,Gold,Month-to-month,2024-06-28,Basic,44.0,115.80,Mailed Check,Current,High,yes
42282,1,42.0,Female,North,Diploma,Gold,Month-to-month,2025-04-04,Premium,18.0,132.54,Crypto,Current,Low,Yes
15697,0,20.0,Male,South,Bachelors,Gold,One year,2024-12-30,Premium,26.0,98.61,PayPal,Current,High,Yes
37820,0,18.0,Male,East,Masters,Platinum,3-Year,2025-02-11,Standard,22.0,57.12,Electronic Check,30+,Low,Yes
8950,0,36.0,Female,North,Masters,Platinum,One year,2024-02-29,STANDARD,56.0,150.35,PayPal,Current,Low,No
28531,0,22.0,Female,East,Diploma,Silver,Two year,2024-05-27,standard,47.0,13.42,Mailed Check,Current,Low,Yes
26812,0,48.0,Female,South,Bachelors,Silver,Month-to-month,2022-11-27,Premium,100.0,77.54,Bank Transfer,Current,High,No
18755,0,38.0,Female,South,Bachelors,Silver,Month-to-month,2024-11-19,Ultra,31.0,179.15,cash,Current,High,No
22547,0,23.0,Female,Central,Masters,Gold,Month-to-month,2022-09-26,Ultra,106.0,154.28,cash,Current,High,yes 
28426,0,76.0,Female,Central,Diploma,Gold,One year,2024-05-03,Basic,50.0,190.75,PayPal,Current,Medium,Yes
27125,1,53.0,Female,East,PhD,Bronze,Month-to-month,2023-02-28,STANDARD,91.0,$111.05,Credit Card,Current,Medium,Yes
42299,0,54.0,Female,West,Bachelors,Silver,One year,2025-07-02,Basic,9.0,87.81,Bank Transfer,Current,Low,No
25968,0,58.0,Male,North,Diploma,Diamond,One year,2024-06-30,Premium,44.0,$98.37,cash,Current,Very High,No
33519,1,35.0,Male,West,Masters,Bronze,Month-to-month,2024-11-03,STANDARD,32.0,191.19,Mailed Check,Current,Low,Yes
20992,0,31.0,Female,South,Diploma,Silver,Two year,2023-02-18,STANDARD,92.0,105.165,Credit Card,30+,Low,No
47681,1,65.0,Male,East,Bachelors,Bronze,Two year,2023-01-21,Basic,95.0,€121.68,Electronic Check,Current,High,No
29448,0,74.0,Male,West,Diploma,Silver,Two year,2024-05-07,BASIC,49.0,147.33,Credit_Card,Current,High,Yes
24201,0,52.0,Male,North,Bachelors,Silver,3-Year,2022-07-23,Premium,112.0,102.94,cash,30+,High,No
35918,0,64.0,Female,East ,High School,Platinum,One year,2024-12-07,STANDARD,29.0,175.31,Mailed Check,Current,Low,Yes
46141,0,69.0,Female,West,Bachelors,Bronze,3-Year,2022-07-06,Basic Plan,113.0,€90.83,PayPal,Current,High,Yes
27102,0,38.0,Female,Central,High School,Silver,3-Year,2023-04-05,Basic,87.0,46.18,cash,30+,High,No
49366,0,49.0,Male,Central,High School,Platinum,One year,2022-10-18,Basic,103.0,€187.16,PayPal,Current,Low,No
5702,0,27.0,Female,North,Diploma,Platinum,One year,2025-02-25,basic,21.0,67.1,Crypto,Current,High,False
31710,1,71.0, Female,Central,High School,Silver,Monthly,2024-03-23,Basic,54.0,41.94,Crypto,Current,Low,No
18241,0,66.0,Female,East,Masters,Silver,one year,2024-09-29,Premium,35.0,37.8,,Current,Very High,Yes
6584,0,30.0,Female ,South,Diploma,Bronze,Month-to-month,2023-08-26,Basic,74.0,175.84,Mailed Check,Current,High,Yes
38560,1,32.0, Male,East,Dip,Bronze,Month-to-month,2025-10-03,Basic,0.0,91.96,Electronic Check,120+,Very High,Yes
11036,0,18.0,Male,West,High School,Bronze,3 year,2024-06-15,Basic,46.0,99.13,PayPal,30+,High,No
25895,0,49.0,Female,West,Masters,Gold,Month-to-month,2023-01-31,Standard,93.0,165.25,cash,Current,Low,Yes
33312,0,23.0,Female,South,High School,Bronze,3-Year,2022-10-18,Basic,104.0,112.7,Mailed Check,Current,Low,No
42085,0,28.0,Female,Central,High School,Silver,3-Year,2022-12-09,STANDARD,98.0,38.9,Mailed Check,Current,Low,Yes
