"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Number","66"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Transportation and storage (H)","Number","19"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Number","19"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Information and communication (J)","Number","21"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Financial and insurance activities (K)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Real estate activities (L)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Professional, scientific and technical activities (M)","Number","64"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Administrative and support service activities (N)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Unknown","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","25-49% Turnover Exported","Total Trade in Goods","Number","885"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Agriculture, forestry and fishing (A)","Number","19"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","104"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Mining and quarrying (B)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Industry (B - E)","Number","228"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Manufacturing (C)","Number","211"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Food products (C10)","Number","30"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Beverages (C11)","Number","13"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Tobacco products (C12)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Textiles (C13)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Wearing apparel (C14)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Leather and related products (C15)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Wood and wood products, except furniture (C16)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Paper and paper products (C17)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Printing and reproduction of recorded media (C18)","Number","3"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Chemicals and chemical products (C20)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Number","10"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Rubber and plastic products (C22)","Number","26"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Other non-metallic mineral products (C23)","Number","13"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Basic metals (C24)","Number","6"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Number","19"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Electrical equipment (C27)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Machinery and equipment n.e.c. (C28)","Number","17"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Other transport equipment (C30)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Furniture (C31)","Number","5"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Other manufacturing (C32)","Number","19"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Repair and installation of machinery and equipment (C33)","Number","5"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Construction (F)","Number","9"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","164"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","12"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","123"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Number","29"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Transportation and storage (H)","Number","9"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Number","7"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Information and communication (J)","Number","15"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Financial and insurance activities (K)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Real estate activities (L)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Professional, scientific and technical activities (M)","Number","23"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Administrative and support service activities (N)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Unknown","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","50-74% Turnover Exported","Total Trade in Goods","Number","496"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Agriculture, forestry and fishing (A)","Number","52"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","259"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Mining and quarrying (B)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Industry (B - E)","Number","472"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Manufacturing (C)","Number","454"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Food products (C10)","Number","73"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Beverages (C11)","Number","21"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Tobacco products (C12)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Textiles (C13)","Number","12"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Wearing apparel (C14)","Number","6"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Leather and related products (C15)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Wood and wood products, except furniture (C16)","Number","9"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Paper and paper products (C17)","Number","4"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Printing and reproduction of recorded media (C18)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Chemicals and chemical products (C20)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Basic pharmaceutical products and preparations (C21)","Number","27"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Rubber and plastic products (C22)","Number","25"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Other non-metallic mineral products (C23)","Number","11"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Basic metals (C24)","Number","9"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Number","40"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Computer, electronic and optical products (C26)","Number","45"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Electrical equipment (C27)","Number","14"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Machinery and equipment n.e.c. (C28)","Number","44"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Number","11"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Other transport equipment (C30)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Furniture (C31)","Number","4"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Other manufacturing (C32)","Number","48"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Repair and installation of machinery and equipment (C33)","Number","18"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Construction (F)","Number","18"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","356"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","21"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","263"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Retail trade, except of motor vehicles and motorcycles (G47)","Number","72"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Transportation and storage (H)","Number","28"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Number","18"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Information and communication (J)","Number","24"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Financial and insurance activities (K)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Real estate activities (L)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Professional, scientific and technical activities (M)","Number","68"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Administrative and support service activities (N)","Number","31"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Unknown","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","75%+ Turnover Exported","Total Trade in Goods","Number","1087"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Agriculture, forestry and fishing (A)","Number","50"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","809"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Mining and quarrying (B)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Industry (B - E)","Number","557"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Manufacturing (C)","Number","524"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Food products (C10)","Number","86"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Beverages (C11)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Tobacco products (C12)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Textiles (C13)","Number","11"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Wearing apparel (C14)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Leather and related products (C15)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Wood and wood products, except furniture (C16)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Paper and paper products (C17)","Number","12"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Printing and reproduction of recorded media (C18)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Coke and refined petroleum products (C19)","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Chemicals and chemical products (C20)","Number","37"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Basic pharmaceutical products and preparations (C21)","Number","42"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Rubber and plastic products (C22)","Number","20"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Other non-metallic mineral products (C23)","Number","21"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Basic metals (C24)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Fabricated metal products, except machinery and equipment (C25)","Number","37"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Electrical equipment (C27)","Number","14"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Machinery and equipment n.e.c. (C28)","Number","55"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Other transport equipment (C30)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Furniture (C31)","Number","11"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Other manufacturing (C32)","Number","56"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Repair and installation of machinery and equipment (C33)","Number","33"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Electricity, gas, steam and air conditioning supply (D)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Water supply; sewerage, waste management and remediation activities (E)","Number","18"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Construction (F)","Number","92"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","949"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","60"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","634"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Number","255"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Transportation and storage (H)","Number","78"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Accommodation and Food and Other Services (I, O to U)","Number","175"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Information and communication (J)","Number","115"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Financial and insurance activities (K)","Number","78"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Real estate activities (L)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Professional, scientific and technical activities (M)","Number","135"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Administrative and support service activities (N)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Unknown","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Turnover Exported - Unknown","Total Trade in Goods","Number","2315"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Agriculture, forestry and fishing (A)","Number","350"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","3937"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Mining and quarrying (B)","Number","56"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Industry (B - E)","Number","3027"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Manufacturing (C)","Number","2818"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Food products (C10)","Number","431"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Beverages (C11)","Number","101"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Tobacco products (C12)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Textiles (C13)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Wearing apparel (C14)","Number","36"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Leather and related products (C15)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Wood and wood products, except furniture (C16)","Number","89"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Paper and paper products (C17)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Printing and reproduction of recorded media (C18)","Number","105"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Chemicals and chemical products (C20)","Number","145"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Basic pharmaceutical products and preparations (C21)","Number","103"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Rubber and plastic products (C22)","Number","181"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Other non-metallic mineral products (C23)","Number","127"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Basic metals (C24)","Number","76"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Fabricated metal products, except machinery and equipment (C25)","Number","303"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Computer, electronic and optical products (C26)","Number","122"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Electrical equipment (C27)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Machinery and equipment n.e.c. (C28)","Number","245"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Motor vehicles, trailers and semi-trailers (C29)","Number","31"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Other transport equipment (C30)","Number",""
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Furniture (C31)","Number","96"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Other manufacturing (C32)","Number","213"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Repair and installation of machinery and equipment (C33)","Number","160"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Electricity, gas, steam and air conditioning supply (D)","Number","21"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Water supply; sewerage, waste management and remediation activities (E)","Number","132"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Construction (F)","Number","553"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","5013"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","448"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","3258"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Retail trade, except of motor vehicles and motorcycles (G47)","Number","1307"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Transportation and storage (H)","Number","429"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Accommodation and Food and Other Services (I, O to U)","Number","480"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Information and communication (J)","Number","611"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Financial and insurance activities (K)","Number","180"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Real estate activities (L)","Number","47"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Professional, scientific and technical activities (M)","Number","834"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Administrative and support service activities (N)","Number","453"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Unknown","Number","0"
"Number of Enterprises","2023","Total Trade in Goods","Exports","Total Trade of Exporting Enterprises","Total Trade in Goods","Number","11977"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Agriculture, forestry and fishing (A)","Number","478"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Number","6131"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Mining and quarrying (B)","Number","36"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Industry (B - E)","Number","1507"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Manufacturing (C)","Number","1374"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Food products (C10)","Number","137"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Beverages (C11)","Number","22"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Tobacco products (C12)","Number","0"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Textiles (C13)","Number","61"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Wearing apparel (C14)","Number","23"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Leather and related products (C15)","Number","6"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Wood and wood products, except furniture (C16)","Number","71"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Paper and paper products (C17)","Number","25"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Printing and reproduction of recorded media (C18)","Number","73"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Coke and refined petroleum products (C19)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Chemicals and chemical products (C20)","Number","37"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Basic pharmaceutical products and preparations (C21)","Number","7"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Rubber and plastic products (C22)","Number","38"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Other non-metallic mineral products (C23)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Basic metals (C24)","Number","30"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Fabricated metal products, except machinery and equipment (C25)","Number","211"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Computer, electronic and optical products (C26)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Electrical equipment (C27)","Number","25"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Machinery and equipment n.e.c. (C28)","Number","84"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Motor vehicles, trailers and semi-trailers (C29)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Other transport equipment (C30)","Number",""
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Furniture (C31)","Number","156"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Other manufacturing (C32)","Number","63"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Repair and installation of machinery and equipment (C33)","Number","171"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Electricity, gas, steam and air conditioning supply (D)","Number","33"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Water supply; sewerage, waste management and remediation activities (E)","Number","64"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Construction (F)","Number","1942"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Number","6559"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Number","739"
"Number of Enterprises","2024","EU27 countries (from 2020)","Imports","0% Turnover Exported","Wholesale trade, except of motor vehicles and motorcycles (G46)","Number","2045"
